user_id,gender,age_group,country,profession,education_level,tech_experience_level,ai_tool_primary,purpose_of_ai_use,hours_spent_per_day_on_ai,frequency_of_use_weekly,months_using_ai,task_complexity_level,verification_frequency,confidence_in_ai_outputs,critical_thinking_self_rating,privacy_awareness_level,shares_personal_info_with_ai,reads_ai_related_news,critical_thinking_risk_score,ai_overdependence_risk,incorrect_info_risk_score,privacy_concern_level
USER_00285,Female,36-45,UAE,Marketing Manager,Master Degree,Intermediate,Copy.ai,Content Creation,4.23,5-6 times/week,12,Complex,Sometimes,7,7,6,Sometimes,Often,5.1,6.7,5.6,6.3
USER_00286,Male,18-25,USA,Student,Some College,Intermediate,ChatGPT,Academic Work,3.12,Daily,7,Moderate,Sometimes,6,6,4,Sometimes,Sometimes,5.5,5.5,5.8,4.4
USER_00287,Female,46-55,Canada,Designer,Bachelor Degree,Advanced,Midjourney,Creative Projects,4.34,Daily,14,Moderate,Often,8,6,5,Sometimes,Often,4.9,6.9,5.4,5.6
USER_00288,Male,55-65,UK,Sales Representative,High School,Beginner,ChatGPT,Problem Solving,1.76,1-2 times/week,5,Simple,Sometimes,6,4,4,Often,Rarely,6.4,3.1,6.7,4.2
USER_00289,Female,26-35,Germany,Data Scientist,PhD,Expert,ChatGPT,Research,6.78,Daily,22,Very Complex,Always,6,9,7,Never,Daily,2.9,9.1,3.2,7.9
USER_00290,Male,36-45,Australia,Software Developer,Master Degree,Expert,Multiple Tools,Work Tasks,7.23,Daily,24,Very Complex,Often,8,9,6,Rarely,Daily,3.7,9.2,4.6,6.9
USER_00291,Female,18-25,India,Student,High School,Beginner,ChatGPT,Learning,2.87,Daily,6,Simple,Sometimes,7,4,3,Often,Rarely,6.9,5.3,7.2,3.4
USER_00292,Male,25-35,France,Writer,Master Degree,Advanced,Jasper,Content Creation,5.34,Daily,19,Complex,Sometimes,8,7,4,Sometimes,Often,4.8,7.7,5.7,4.9
USER_00293,Female,46-55,Japan,Project Manager,Bachelor Degree,Intermediate,Notion AI,Work Tasks,3.23,5-6 times/week,9,Moderate,Often,6,8,7,Sometimes,Sometimes,4.4,5.7,4.6,7
USER_00294,Male,55-65,Brazil,Doctor,PhD,Advanced,ChatGPT,Research,2.12,3-4 times/week,5,Complex,Always,4,9,9,Never,Often,2.8,3.6,3.4,9.3
USER_00295,Female,26-35,Mexico,Content Creator,Bachelor Degree,Advanced,DALL-E,Creative Projects,5.23,Daily,15,Complex,Often,9,6,4,Sometimes,Often,4.7,7.6,5.3,5
USER_00296,Male,36-45,South Korea,Entrepreneur,Master Degree,Expert,Multiple Tools,Business Analysis,6.01,Daily,18,Very Complex,Often,8,8,6,Sometimes,Daily,4,8.2,4.8,6.8
USER_00297,Female,18-25,Netherlands,Student,Some College,Intermediate,Claude,Academic Work,3.01,5-6 times/week,8,Moderate,Sometimes,6,7,5,Sometimes,Sometimes,5.3,5.4,5.6,5.2
USER_00298,Male,46-55,Sweden,Engineer,Bachelor Degree,Expert,Copilot,Work Tasks,5.78,Daily,16,Very Complex,Often,7,9,6,Rarely,Daily,4,7.9,4.5,6.9
USER_00299,Female,55-65,Singapore,Teacher,Master Degree,Intermediate,Grammarly,Work Tasks,2.45,3-4 times/week,10,Moderate,Always,5,8,8,Never,Sometimes,3.7,4.2,4,8.1
USER_00300,Male,26-35,UAE,Analyst,Bachelor Degree,Advanced,Perplexity,Research,4.56,Daily,17,Complex,Often,7,8,5,Rarely,Often,4.3,7.1,4.8,5.9
USER_00301,Female,36-45,USA,Marketing Manager,Master Degree,Intermediate,Copy.ai,Content Creation,4.12,5-6 times/week,13,Complex,Sometimes,7,7,6,Sometimes,Often,5,6.6,5.5,6.3
USER_00302,Male,18-25,Canada,Student,High School,Beginner,ChatGPT,Learning,2.76,Daily,4,Simple,Rarely,8,3,2,Often,Never,8.5,4.7,8.7,2.4
USER_00303,Female,25-35,UK,Designer,Master Degree,Advanced,Midjourney,Creative Projects,4.78,Daily,20,Complex,Often,8,7,5,Sometimes,Often,4.6,7.4,5,5.3
USER_00304,Male,46-55,Germany,Consultant,Bachelor Degree,Advanced,Claude,Business Analysis,3.67,5-6 times/week,11,Complex,Sometimes,6,7,8,Sometimes,Often,4.8,6,5.2,8.3
USER_00305,Female,55-65,Australia,Accountant,Professional Certification,Intermediate,Copilot,Work Tasks,1.98,1-2 times/week,6,Moderate,Often,4,6,8,Rarely,Rarely,4.8,3.3,4.8,8.1
USER_00306,Male,26-35,India,Researcher,PhD,Expert,ChatGPT,Research,5.89,Daily,21,Very Complex,Always,5,9,8,Never,Daily,2.5,8.1,2.9,8.7
USER_00307,Female,36-45,France,Software Developer,Master Degree,Expert,Multiple Tools,Work Tasks,7.01,Daily,23,Very Complex,Often,8,9,6,Rarely,Daily,3.8,8.9,4.7,6.9
USER_00308,Male,18-25,Japan,Student,Some College,Intermediate,ChatGPT,Academic Work,3.34,Daily,9,Moderate,Sometimes,6,6,4,Sometimes,Sometimes,5.6,5.7,5.9,4.5
USER_00309,Female,46-55,Brazil,Writer,Bachelor Degree,Advanced,Jasper,Content Creation,5.12,Daily,14,Complex,Sometimes,8,7,4,Sometimes,Often,4.9,7.5,5.8,4.8
USER_00310,Male,55-65,Mexico,Project Manager,Master Degree,Intermediate,Notion AI,Work Tasks,2.34,3-4 times/week,7,Moderate,Often,5,8,8,Sometimes,Sometimes,4.2,4.1,4.4,8.2
USER_00311,Female,26-35,South Korea,Data Scientist,Bachelor Degree,Expert,ChatGPT,Research,6.45,Daily,19,Very Complex,Often,7,8,6,Sometimes,Daily,3.9,8.8,4.4,6.7
USER_00312,Male,36-45,Netherlands,Marketing Manager,Master Degree,Advanced,Copy.ai,Content Creation,4.23,5-6 times/week,12,Complex,Sometimes,8,6,5,Sometimes,Often,5.2,6.7,5.7,5.6
USER_00313,Female,18-25,Sweden,Student,High School,Beginner,ChatGPT,Learning,2.89,Daily,5,Simple,Sometimes,8,3,3,Often,Rarely,7,4.9,7.3,3.2
USER_00314,Male,25-35,Singapore,Engineer,Bachelor Degree,Expert,Copilot,Work Tasks,6.12,Daily,18,Very Complex,Often,7,8,6,Rarely,Daily,4,8.3,4.6,6.8
USER_00315,Female,46-55,UAE,Consultant,PhD,Advanced,Perplexity,Business Analysis,3.89,5-6 times/week,15,Complex,Sometimes,6,8,8,Sometimes,Often,4.6,6.2,5,8.1
USER_00316,Male,55-65,USA,Doctor,Master Degree,Intermediate,ChatGPT,Research,2.01,3-4 times/week,8,Complex,Always,4,9,9,Never,Often,2.8,3.7,3.4,9.2
USER_00317,Female,26-35,Canada,Content Creator,Bachelor Degree,Advanced,DALL-E,Creative Projects,5.34,Daily,16,Complex,Often,9,6,4,Sometimes,Often,4.8,7.7,5.4,4.9
USER_00318,Male,36-45,UK,Entrepreneur,Master Degree,Expert,Multiple Tools,Business Analysis,6.23,Daily,22,Very Complex,Often,8,9,6,Sometimes,Daily,4.1,8.4,4.9,6.8
USER_00319,Female,18-25,Germany,Student,Some College,Intermediate,Claude,Academic Work,3.12,5-6 times/week,7,Moderate,Sometimes,6,7,5,Sometimes,Sometimes,5.4,5.5,5.7,5.3
USER_00320,Male,46-55,Australia,Writer,Bachelor Degree,Advanced,Jasper,Content Creation,5.45,Daily,17,Complex,Sometimes,8,7,4,Sometimes,Often,4.9,7.8,5.7,4.8
USER_00321,Female,55-65,India,Teacher,Master Degree,Intermediate,Grammarly,Work Tasks,2.23,3-4 times/week,9,Moderate,Always,5,8,7,Never,Sometimes,3.8,3.9,4.1,7.9
USER_00322,Male,26-35,France,Analyst,Bachelor Degree,Advanced,Perplexity,Research,4.67,Daily,14,Complex,Often,7,8,5,Rarely,Often,4.4,7.2,4.9,5.9
USER_00323,Female,36-45,Japan,Project Manager,Master Degree,Intermediate,Notion AI,Work Tasks,3.45,5-6 times/week,10,Moderate,Often,6,8,6,Sometimes,Sometimes,4.3,6,4.5,6.7
USER_00324,Male,18-25,Brazil,Student,High School,Beginner,ChatGPT,Learning,2.67,Daily,6,Simple,Rarely,9,2,1,Often,Never,9.4,4.6,9.6,1.6
USER_00325,Female,25-35,Mexico,Designer,Master Degree,Advanced,Midjourney,Creative Projects,4.56,Daily,15,Complex,Often,8,7,5,Sometimes,Often,4.7,7.1,5.2,5.5
USER_00326,Male,46-55,South Korea,Sales Representative,High School,Beginner,ChatGPT,Problem Solving,1.89,1-2 times/week,4,Simple,Sometimes,6,4,4,Often,Rarely,6.3,3,6.6,4.3
USER_00327,Female,55-65,Netherlands,Accountant,Professional Certification,Intermediate,Copilot,Work Tasks,1.76,1-2 times/week,3,Moderate,Often,5,6,7,Rarely,Sometimes,4.7,3.1,4.7,7.4
USER_00328,Male,26-35,Sweden,Data Scientist,PhD,Expert,ChatGPT,Research,6.78,Daily,24,Very Complex,Always,6,9,7,Never,Daily,2.9,9.1,3.2,7.9
USER_00329,Female,36-45,Singapore,Marketing Manager,Bachelor Degree,Advanced,Copy.ai,Content Creation,4.34,5-6 times/week,13,Complex,Sometimes,7,7,5,Sometimes,Often,5.1,6.8,5.6,5.7
USER_00330,Male,18-25,UAE,Student,Some College,Intermediate,Claude,Academic Work,3.23,Daily,8,Moderate,Sometimes,6,6,4,Sometimes,Sometimes,5.5,5.6,5.8,4.4
USER_00331,Female,25-35,USA,Engineer,Bachelor Degree,Expert,Copilot,Work Tasks,6.01,Daily,19,Very Complex,Often,7,8,6,Rarely,Daily,4,8.2,4.6,6.8
USER_00332,Male,46-55,Canada,Consultant,Master Degree,Advanced,Claude,Business Analysis,3.78,5-6 times/week,11,Complex,Sometimes,6,8,8,Sometimes,Often,4.7,6.1,5.1,8.2
USER_00333,Female,55-65,UK,Doctor,PhD,Advanced,ChatGPT,Research,2.12,3-4 times/week,5,Complex,Always,4,9,9,Never,Often,2.8,3.5,3.4,9.3
USER_00334,Male,26-35,Germany,Writer,Master Degree,Advanced,Jasper,Content Creation,5.67,Daily,20,Complex,Sometimes,8,7,4,Sometimes,Often,4.9,8,5.8,4.8
USER_00335,Female,36-45,Australia,Project Manager,Bachelor Degree,Intermediate,Notion AI,Work Tasks,3.12,5-6 times/week,12,Moderate,Often,6,8,7,Sometimes,Sometimes,4.4,5.8,4.6,7
USER_00336,Male,18-25,India,Student,High School,Beginner,ChatGPT,Learning,2.78,Daily,4,Simple,Sometimes,8,3,2,Often,Rarely,7.1,4.8,7.4,3.1
USER_00337,Female,46-55,France,Designer,Bachelor Degree,Advanced,Midjourney,Creative Projects,4.23,Daily,16,Moderate,Often,8,6,5,Sometimes,Often,4.8,6.8,5.3,5.7
USER_00338,Male,55-65,Japan,Entrepreneur,Master Degree,Expert,Multiple Tools,Business Analysis,5.89,Daily,18,Very Complex,Often,8,8,6,Sometimes,Daily,4.1,8.1,4.9,6.8
USER_00339,Female,26-35,Brazil,Content Creator,Bachelor Degree,Advanced,DALL-E,Creative Projects,5.12,Daily,14,Complex,Often,9,6,4,Sometimes,Often,4.8,7.5,5.3,5
USER_00340,Male,36-45,Mexico,Software Developer,Master Degree,Expert,Multiple Tools,Work Tasks,7.23,Daily,21,Very Complex,Often,8,9,6,Rarely,Daily,3.8,9.1,4.7,6.9
